@relation train

@attribute Age numeric
@attribute Occupation {Scientist,Teacher,Engineer,Entrepreneur,Developer,Lawyer,Media_Manager,Doctor,Journalist,Manager,Accountant,Musician,Mechanic,Writer,Architect}
@attribute Annual_Income numeric
@attribute Monthly_Inhand_Salary numeric
@attribute Num_Credit_Card numeric
@attribute Num_of_Loan numeric
@attribute Num_of_Delayed_Payment numeric
@attribute Outstanding_Debt numeric
@attribute Credit_History_Age {'22 Years and 1 Months',NA,'26 Years and 8 Months','26 Years and 11 Months','27 Years and 0 Months','27 Years and 2 Months','17 Years and 10 Months','18 Years and 3 Months','18 Years and 4 Months','17 Years and 3 Months','17 Years and 4 Months','17 Years and 5 Months','17 Years and 7 Months','30 Years and 11 Months','31 Years and 0 Months','31 Years and 2 Months','32 Years and 2 Months','32 Years and 3 Months','32 Years and 5 Months','32 Years and 6 Months','30 Years and 7 Months','30 Years and 8 Months','30 Years and 9 Months','30 Years and 10 Months','14 Years and 8 Months','15 Years and 2 Months','21 Years and 5 Months','21 Years and 8 Months','21 Years and 9 Months','26 Years and 6 Months','26 Years and 7 Months','26 Years and 9 Months','19 Years and 3 Months','19 Years and 7 Months','19 Years and 8 Months','25 Years and 5 Months','25 Years and 7 Months','25 Years and 8 Months','25 Years and 9 Months','25 Years and 10 Months','26 Years and 10 Months','27 Years and 1 Months','27 Years and 3 Months','27 Years and 4 Months','27 Years and 5 Months','9 Years and 0 Months','9 Years and 2 Months','9 Years and 3 Months','9 Years and 4 Months','18 Years and 2 Months','18 Years and 6 Months','18 Years and 8 Months','16 Years and 10 Months','16 Years and 11 Months','29 Years and 4 Months','29 Years and 6 Months','29 Years and 8 Months','29 Years and 9 Months','6 Years and 5 Months','6 Years and 6 Months','6 Years and 7 Months','6 Years and 8 Months','7 Years and 0 Months','27 Years and 7 Months','27 Years and 8 Months','18 Years and 5 Months','18 Years and 9 Months','19 Years and 4 Months','19 Years and 5 Months','19 Years and 9 Months','10 Years and 2 Months','10 Years and 4 Months','32 Years and 10 Months','32 Years and 11 Months','33 Years and 4 Months','12 Years and 5 Months','12 Years and 8 Months','12 Years and 10 Months','13 Years and 8 Months','14 Years and 1 Months','19 Years and 6 Months','30 Years and 3 Months','30 Years and 4 Months','8 Years and 9 Months','8 Years and 10 Months','9 Years and 1 Months','18 Years and 7 Months','13 Years and 1 Months','13 Years and 2 Months','13 Years and 5 Months','13 Years and 7 Months','21 Years and 6 Months','26 Years and 0 Months','26 Years and 1 Months','26 Years and 2 Months','28 Years and 5 Months','7 Years and 11 Months','8 Years and 0 Months','8 Years and 2 Months','8 Years and 4 Months','24 Years and 3 Months','24 Years and 7 Months','24 Years and 8 Months','24 Years and 9 Months','17 Years and 1 Months','17 Years and 2 Months','17 Years and 6 Months','1 Years and 5 Months','1 Years and 6 Months','1 Years and 8 Months','11 Years and 0 Months','11 Years and 4 Months','11 Years and 5 Months','20 Years and 0 Months','21 Years and 0 Months','21 Years and 3 Months','0 Years and 5 Months','0 Years and 6 Months','0 Years and 9 Months','0 Years and 10 Months','31 Years and 8 Months','31 Years and 9 Months','31 Years and 11 Months','32 Years and 1 Months','17 Years and 0 Months','12 Years and 7 Months','13 Years and 0 Months','27 Years and 10 Months','11 Years and 6 Months','11 Years and 7 Months','11 Years and 8 Months','11 Years and 10 Months','24 Years and 11 Months','25 Years and 2 Months','25 Years and 3 Months','17 Years and 9 Months','17 Years and 11 Months','10 Years and 7 Months','31 Years and 3 Months','31 Years and 4 Months','31 Years and 5 Months','31 Years and 1 Months','17 Years and 8 Months','13 Years and 3 Months','13 Years and 6 Months','5 Years and 5 Months','5 Years and 8 Months','2 Years and 11 Months','3 Years and 1 Months','3 Years and 4 Months','3 Years and 5 Months','3 Years and 6 Months','24 Years and 5 Months','24 Years and 6 Months','16 Years and 4 Months','16 Years and 8 Months','23 Years and 4 Months','23 Years and 5 Months','8 Years and 5 Months','8 Years and 8 Months','4 Years and 5 Months','4 Years and 6 Months','4 Years and 8 Months','4 Years and 9 Months','32 Years and 9 Months','33 Years and 2 Months','33 Years and 3 Months','30 Years and 2 Months','25 Years and 11 Months','33 Years and 0 Months','26 Years and 3 Months','26 Years and 4 Months','18 Years and 0 Months','18 Years and 1 Months','28 Years and 3 Months','28 Years and 4 Months','28 Years and 6 Months','28 Years and 8 Months','29 Years and 2 Months','29 Years and 3 Months','29 Years and 5 Months','20 Years and 1 Months','20 Years and 3 Months','20 Years and 4 Months','20 Years and 5 Months','20 Years and 7 Months','28 Years and 7 Months','28 Years and 9 Months','28 Years and 11 Months','29 Years and 0 Months','13 Years and 9 Months','1 Years and 4 Months','1 Years and 10 Months','1 Years and 11 Months','33 Years and 1 Months','28 Years and 10 Months','5 Years and 4 Months','31 Years and 10 Months','32 Years and 8 Months','8 Years and 11 Months','24 Years and 4 Months','24 Years and 10 Months','22 Years and 5 Months','22 Years and 6 Months','22 Years and 9 Months','22 Years and 10 Months','22 Years and 11 Months','16 Years and 5 Months','16 Years and 6 Months','23 Years and 3 Months','21 Years and 11 Months','22 Years and 2 Months','20 Years and 2 Months','20 Years and 8 Months','20 Years and 9 Months','15 Years and 4 Months','15 Years and 5 Months','15 Years and 6 Months','15 Years and 8 Months','15 Years and 9 Months','15 Years and 10 Months','12 Years and 9 Months','4 Years and 10 Months','5 Years and 1 Months','26 Years and 5 Months','15 Years and 7 Months','22 Years and 7 Months','27 Years and 9 Months','28 Years and 0 Months','28 Years and 2 Months','5 Years and 7 Months','16 Years and 7 Months','12 Years and 0 Months','12 Years and 2 Months','12 Years and 4 Months','27 Years and 11 Months','31 Years and 7 Months','21 Years and 2 Months','21 Years and 4 Months','23 Years and 2 Months','13 Years and 4 Months','16 Years and 2 Months','29 Years and 1 Months','14 Years and 9 Months','14 Years and 10 Months','14 Years and 11 Months','15 Years and 0 Months','16 Years and 1 Months','23 Years and 1 Months','25 Years and 4 Months','25 Years and 6 Months','18 Years and 10 Months','19 Years and 2 Months','8 Years and 1 Months','8 Years and 3 Months','8 Years and 7 Months','9 Years and 5 Months','9 Years and 6 Months','5 Years and 11 Months','6 Years and 1 Months','18 Years and 11 Months','19 Years and 0 Months','5 Years and 6 Months','5 Years and 9 Months','5 Years and 10 Months','15 Years and 3 Months','7 Years and 9 Months','28 Years and 1 Months','33 Years and 5 Months','6 Years and 11 Months','7 Years and 1 Months','7 Years and 2 Months','7 Years and 5 Months','23 Years and 7 Months','23 Years and 9 Months','21 Years and 7 Months','22 Years and 0 Months','22 Years and 3 Months','10 Years and 8 Months','10 Years and 9 Months','11 Years and 9 Months','11 Years and 11 Months','21 Years and 10 Months','31 Years and 6 Months','32 Years and 0 Months','20 Years and 11 Months','30 Years and 5 Months','30 Years and 6 Months','29 Years and 11 Months','9 Years and 10 Months','10 Years and 0 Months','10 Years and 1 Months','14 Years and 0 Months','14 Years and 3 Months','14 Years and 4 Months','22 Years and 4 Months','22 Years and 8 Months','6 Years and 0 Months','23 Years and 8 Months','23 Years and 10 Months','23 Years and 11 Months','24 Years and 0 Months','15 Years and 11 Months','9 Years and 7 Months','9 Years and 8 Months','9 Years and 9 Months','25 Years and 0 Months','10 Years and 10 Months','11 Years and 1 Months','7 Years and 8 Months','7 Years and 10 Months','19 Years and 11 Months','27 Years and 6 Months','23 Years and 6 Months','13 Years and 10 Months','12 Years and 6 Months','25 Years and 1 Months','29 Years and 10 Months','30 Years and 0 Months','10 Years and 5 Months','10 Years and 6 Months','10 Years and 11 Months','30 Years and 1 Months','11 Years and 2 Months','10 Years and 3 Months','7 Years and 3 Months','7 Years and 6 Months','9 Years and 11 Months','16 Years and 0 Months','19 Years and 1 Months','1 Years and 9 Months','6 Years and 2 Months','6 Years and 3 Months','6 Years and 4 Months','20 Years and 6 Months','32 Years and 7 Months','20 Years and 10 Months','23 Years and 0 Months','3 Years and 3 Months','3 Years and 7 Months','3 Years and 9 Months','3 Years and 10 Months','19 Years and 10 Months','12 Years and 1 Months','12 Years and 3 Months','29 Years and 7 Months','16 Years and 3 Months','7 Years and 4 Months','7 Years and 7 Months','14 Years and 7 Months','12 Years and 11 Months','24 Years and 2 Months','13 Years and 11 Months','4 Years and 7 Months','4 Years and 11 Months','6 Years and 10 Months','6 Years and 9 Months','3 Years and 11 Months','4 Years and 1 Months','4 Years and 2 Months','4 Years and 4 Months','1 Years and 3 Months','14 Years and 6 Months','32 Years and 4 Months','11 Years and 3 Months','2 Years and 4 Months','16 Years and 9 Months','2 Years and 1 Months','8 Years and 6 Months','5 Years and 2 Months','1 Years and 7 Months','21 Years and 1 Months','14 Years and 5 Months','0 Years and 7 Months','1 Years and 2 Months','24 Years and 1 Months','14 Years and 2 Months','3 Years and 8 Months','4 Years and 0 Months','0 Years and 8 Months','1 Years and 0 Months','33 Years and 6 Months','1 Years and 1 Months','2 Years and 2 Months','2 Years and 3 Months','0 Years and 4 Months','2 Years and 7 Months','15 Years and 1 Months','2 Years and 8 Months','2 Years and 9 Months','2 Years and 10 Months','3 Years and 0 Months','3 Years and 2 Months','2 Years and 0 Months','5 Years and 3 Months','2 Years and 5 Months','4 Years and 3 Months','0 Years and 11 Months','5 Years and 0 Months','0 Years and 2 Months','0 Years and 3 Months','33 Years and 7 Months','33 Years and 8 Months','2 Years and 6 Months'}
@attribute Payment_of_Min_Amount {No,NM,Yes}
@attribute Monthly_Balance numeric
@attribute Credit_Score {Good,Standard,Poor}

@data
54,Engineer,55644.14,4908.011667,3,4,19,147.64,'20 Years and 8 Months',No,296.226205,Standard
24,Engineer,16050.73,1315.560833,3,4,8,1527.78,'19 Years and 0 Months',Yes,311.970756,Standard
24,Engineer,16050.73,1315.560833,3,4,8,1527.78,NA,Yes,288.846883,Standard
24,Engineer,16050.73,1315.560833,3,4,8,1527.78,'19 Years and 2 Months',Yes,267.458024,Poor
24,Engineer,16050.73,1315.560833,3,4,8,1527.78,'19 Years and 5 Months',Yes,266.893946,Poor
24,Engineer,16050.73,1315.560833,3,4,8,1527.78,NA,Yes,322.380447,Poor
29,Manager,38861.72,3511.476667,5,1,3,107.29,'30 Years and 9 Months',No,447.393545,Good
30,Manager,38861.72,3511.476667,5,1,0,107.29,'31 Years and 1 Months',No,311.806769,Good
30,Manager,38861.72,3511.476667,5,1,3,107.29,'31 Years and 2 Months',NM,530.831018,Good
30,Manager,38861.72,3511.476667,5,1,1,107.29,'31 Years and 3 Months',No,452.75055,Good
41,Accountant,38764.8,2974.4,6,2,16,2057.3,'8 Years and 4 Months',Yes,425.955506,Poor
41,Accountant,38764.8,2974.4,6,2,16,2057.3,'8 Years and 6 Months',Yes,417.445884,Standard
41,Accountant,38764.8,2974.4,6,2,15,2057.3,'8 Years and 7 Months',NM,343.697663,Standard
41,Accountant,38764.8,2974.4,6,2,16,2057.3,'8 Years and 8 Months',Yes,446.967652,Poor
41,Accountant,38764.8,2974.4,6,2,16,2057.3,'8 Years and 10 Months',Yes,426.174096,Poor
39,Lawyer,85020.54,6962.045,5,3,8,934.62,'15 Years and 3 Months',No,450.614539,Poor
39,Lawyer,85020.54,6962.045,5,3,7,934.62,'15 Years and 4 Months',No,558.665446,Standard
39,Lawyer,85020.54,6962.045,5,3,8,934.62,'15 Years and 5 Months',No,543.363644,Poor
39,Lawyer,85020.54,6962.045,5,3,6,934.62,'15 Years and 6 Months',No,618.460196,Poor
39,Lawyer,85020.54,6962.045,5,3,9,934.62,'15 Years and 8 Months',NM,597.040807,Standard
39,Lawyer,85020.54,6962.045,5,3,6,934.62,'15 Years and 9 Months',No,162.746639,Poor
41,Journalist,34913.58,3076.465,4,4,0,758.31,'25 Years and 0 Months',No,279.785342,Standard
41,Journalist,34913.58,3076.465,4,4,1,758.31,'25 Years and 4 Months',No,352.377409,Standard
42,Journalist,34913.58,2867.648796,4,4,0,758.31,'25 Years and 6 Months',No,324.801557,Standard
18,Doctor,122915.96,10003.99667,5,2,12,478.02,'31 Years and 10 Months',No,336.835739,Standard
18,Doctor,122915.96,10003.99667,5,2,13,478.02,'31 Years and 11 Months',No,882.579221,Standard
18,Doctor,122915.96,10003.99667,6,2,13,478.02,'32 Years and 1 Months',No,722.150917,Standard
18,Doctor,122915.96,10003.99667,6,2,14,478.02,'32 Years and 5 Months',No,802.81365,Standard
33,Engineer,41770.21,3652.850833,7,2,4,1174.56,'18 Years and 11 Months',NM,452.845365,Good
33,Engineer,41770.21,3652.850833,7,2,8,1174.56,'19 Years and 0 Months',No,114.77385,Good
33,Engineer,41770.21,3652.850833,7,2,10,1174.56,'19 Years and 1 Months',No,308.339331,Standard
33,Engineer,41770.21,3652.850833,7,2,10,1174.56,NA,No,362.627796,Good
33,Engineer,41770.21,3652.850833,7,2,7,1174.56,'19 Years and 5 Months',No,337.152572,Good
26,Journalist,167753.52,14035.46,3,3,9,1079.59,'28 Years and 11 Months',NM,1201.072223,Good
26,Journalist,167753.52,13102.04557,3,3,7,1079.59,'29 Years and 1 Months',No,1160.714729,Good
41,Developer,50243.22,4107.935,3,3,14,1161.1,'26 Years and 10 Months',Yes,82.825244,Standard
41,Developer,50243.22,4107.935,3,3,14,1161.1,'27 Years and 0 Months',Yes,523.075595,Standard
41,Developer,50243.22,4107.935,3,3,14,1161.1,'27 Years and 2 Months',Yes,527.385457,Standard
42,Developer,50243.22,4107.935,3,3,14,1161.1,'27 Years and 5 Months',Yes,471.424536,Standard
24,Media_Manager,40207.94,3068.661667,5,6,20,1914.22,'13 Years and 5 Months',Yes,293.951865,Standard
24,Media_Manager,40207.94,3068.661667,5,6,17,1914.22,'13 Years and 6 Months',Yes,278.7924,Poor
24,Media_Manager,40207.94,3068.661667,5,6,19,1914.22,'13 Years and 7 Months',Yes,311.604562,Poor
25,Media_Manager,40207.94,3068.661667,5,6,19,1914.22,'13 Years and 9 Months',Yes,304.539019,Poor
25,Media_Manager,40207.94,3068.661667,5,6,19,1914.22,NA,Yes,337.182002,Poor
25,Media_Manager,40207.94,3068.661667,5,6,19,1914.22,'14 Years and 0 Months',Yes,276.25732,Poor
28,Writer,8113.06,732.088333,5,7,17,3320.52,'7 Years and 2 Months',Yes,282.10409,Poor
28,Writer,8113.06,732.088333,5,7,16,3320.52,'7 Years and 3 Months',Yes,287.358338,Poor
28,Writer,8113.06,732.088333,5,7,16,3320.52,'7 Years and 4 Months',Yes,256.946501,Poor
28,Writer,8113.06,732.088333,5,7,19,3320.52,'7 Years and 6 Months',Yes,253.533964,Poor
28,Writer,8113.06,732.088333,5,7,16,3320.52,'7 Years and 7 Months',Yes,287.173049,Poor
28,Writer,8113.06,732.088333,5,7,16,3320.52,'7 Years and 8 Months',Yes,291.138606,Poor
29,Scientist,13499.855,1026.987917,3,2,8,453.75,'21 Years and 3 Months',No,287.490632,Standard
29,Scientist,13499.855,1026.987917,3,2,8,453.75,'21 Years and 4 Months',No,311.821771,Standard
29,Scientist,13499.855,1026.987917,3,2,8,453.75,NA,No,283.603705,Standard
30,Scientist,13499.855,1026.987917,3,2,11,453.75,NA,No,328.617128,Standard
30,Scientist,13499.855,1026.987917,3,2,8,453.75,'21 Years and 8 Months',NM,251.934826,Standard
26,Writer,20602.02,1727.835,8,7,18,4946.5,'2 Years and 10 Months',Yes,289.104573,Poor
27,Writer,20602.02,1727.835,8,7,20,4946.5,'3 Years and 1 Months',Yes,136.459069,Poor
27,Writer,20602.02,1727.835,8,7,18,4946.5,'3 Years and 3 Months',NM,183.382324,Poor
44,Entrepreneur,85656.28,7161.023333,3,1,1,445.77,'29 Years and 10 Months',No,792.549406,Good
44,Entrepreneur,85656.28,7161.023333,3,1,1,445.77,'30 Years and 0 Months',No,150.856835,Good
45,Entrepreneur,85656.28,7161.023333,3,1,1,445.77,'30 Years and 2 Months',No,60.120029,Good
44,Architect,41702.9,3249.241667,8,6,19,2334.29,NA,Yes,301.807687,Poor
44,Architect,41702.9,3249.241667,8,6,20,2334.29,NA,Yes,260.478453,Poor
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
18,Writer,61266.63,5296.5525,6,2,13,570.58,'10 Years and 0 Months',Yes,495.462109,Poor
21,Scientist,14125.04,1202.086667,4,2,4,446.31,'17 Years and 11 Months',No,344.182321,Standard
21,Scientist,14125.04,1202.086667,4,2,7,446.31,'18 Years and 0 Months',No,280.049351,Standard
21,Scientist,14125.04,1202.086667,4,2,7,446.31,'18 Years and 1 Months',No,259.582266,Standard
21,Scientist,14125.04,1202.086667,4,2,5,446.31,'18 Years and 2 Months',No,332.989197,Standard
21,Scientist,14125.04,1202.086667,4,2,6,446.31,'18 Years and 4 Months',No,249.391786,Standard
33,Lawyer,28206.96,2294.58,7,7,18,1784.66,'14 Years and 2 Months',Yes,226.896038,Poor
33,Lawyer,8507441,2294.58,7,7,17,1784.66,'14 Years and 3 Months',Yes,258.996621,Poor
33,Lawyer,28206.96,2294.58,7,7,18,1784.66,'14 Years and 5 Months',Yes,79.255502,Poor
33,Lawyer,28206.96,2294.58,7,7,18,1784.66,'14 Years and 6 Months',Yes,313.507913,Poor
27,Musician,51627.39,4132.2825,7,2,13,2412.6,'17 Years and 1 Months',Yes,551.881864,Poor
23,Scientist,170751.96,14415.33,4,4,3,1076.56,'32 Years and 4 Months',No,833.014336,Good
24,Scientist,170751.96,14415.33,4,4,2,1076.56,'32 Years and 7 Months',No,231.426212,Good
24,Scientist,170751.96,14415.33,4,4,0,1076.56,'32 Years and 11 Months',No,1119.38533,Standard
20,Lawyer,37679.14,3267.928333,6,5,18,4857.87,NA,Yes,330.763112,Standard
20,Lawyer,37679.14,3267.928333,6,5,18,4857.87,'10 Years and 4 Months',Yes,265.483278,Standard
20,Lawyer,37679.14,3267.928333,6,5,16,4857.87,NA,Yes,327.869951,Standard
20,Lawyer,37679.14,3267.928333,6,5,18,4857.87,'10 Years and 9 Months',Yes,421.999181,Standard
27,Teacher,19435.6,1523.633333,4,4,16,730.66,'12 Years and 9 Months',Yes,311.244629,Standard
27,Teacher,19435.6,1523.633333,4,4,16,730.66,'12 Years and 11 Months',Yes,308.816947,Standard
28,Teacher,19435.6,1523.633333,4,4,16,730.66,'13 Years and 3 Months',Yes,337.04861,Standard
40,Accountant,30802.79,2691.899167,5,3,4,388.92,'25 Years and 10 Months',No,345.20595,Good
40,Accountant,30802.79,2691.899167,5,3,7,388.92,'25 Years and 11 Months',No,264.52363,Good
40,Accountant,30802.79,2691.899167,5,3,7,388.92,'26 Years and 2 Months',No,326.513712,Good
41,Accountant,30802.79,2691.899167,5,3,7,388.92,'26 Years and 3 Months',No,404.817928,Good
41,Accountant,30802.79,2522.149511,5,3,7,388.92,NA,NM,276.439413,Good
26,Architect,57294.2,4699.516667,3,6,9,1347.23,'18 Years and 0 Months',Yes,335.582776,Poor
26,Architect,57294.2,4699.516667,3,6,9,1347.23,'18 Years and 2 Months',Yes,231.323026,Poor
27,Architect,57294.2,4699.516667,3,6,9,1347.23,NA,Yes,342.180663,Standard
27,Architect,57294.2,4699.516667,3,6,8,1347.23,'18 Years and 4 Months',Yes,394.947047,Poor
27,Architect,57294.2,4699.516667,3,6,9,1347.23,'18 Years and 5 Months',Yes,232.481424,Poor
33,Writer,46887.99,4167.3325,6,3,20,2646.39,'17 Years and 10 Months',Yes,441.368548,Poor
33,Writer,46887.99,4167.3325,6,3,18,2646.39,NA,Yes,416.575442,Poor
33,Writer,46887.99,4167.3325,6,3,20,2646.39,'18 Years and 0 Months',Yes,517.730128,Poor
33,Writer,46887.99,4167.3325,6,3,20,2646.39,NA,NM,369.06249,Standard
34,Writer,46887.99,4167.3325,6,3,20,2646.39,'18 Years and 5 Months',Yes,138.219118,Standard
55,Manager,16857.295,1121.774583,5,3,8,741.75,'22 Years and 4 Months',No,281.016273,Poor
55,Manager,16857.295,1121.774583,5,3,7,741.75,'22 Years and 6 Months',No,304.532487,Poor
55,Manager,16857.295,1121.774583,5,3,8,741.75,NA,No,249.027637,Poor
32,Lawyer,35104.32,2769.36,5,4,4,1166.23,'23 Years and 8 Months',No,410.832166,Poor
32,Lawyer,35104.32,2769.36,5,4,6,1166.23,'23 Years and 9 Months',No,318.846269,Poor
32,Lawyer,35104.32,2769.36,5,4,6,1166.23,'23 Years and 11 Months',No,277.865244,Poor
32,Lawyer,35104.32,2769.36,5,4,8,1166.23,'24 Years and 1 Months',No,378.572271,Poor
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?
25,Entrepreneur,16562.01,1240.1675,7,2,14,2577.29,'20 Years and 5 Months',Yes,295.873605,Poor
25,Entrepreneur,16562.01,1240.1675,7,2,14,2577.29,'20 Years and 6 Months',Yes,258.460318,Poor
43,Lawyer,92200.68,7404.39,6,1,4,936.63,'27 Years and 8 Months',No,818.109597,Poor
43,Lawyer,92200.68,7404.39,6,1,5,936.63,'27 Years and 10 Months',NM,773.196936,Poor
43,Lawyer,92200.68,7404.39,6,1,5,936.63,'27 Years and 11 Months',NM,836.412451,Poor
43,Lawyer,92200.68,7404.39,6,1,5,936.63,'28 Years and 1 Months',No,603.561741,Poor
43,Lawyer,92200.68,7404.39,6,1,5,936.63,'28 Years and 2 Months',No,869.146539,Standard
33,Scientist,162955.92,13332.66,6,2,5,377.68,NA,No,1088.601553,Standard
34,Scientist,162955.92,13332.66,6,2,5,377.68,'31 Years and 11 Months',No,1164.01882,Standard
34,Scientist,162955.92,13332.66,6,2,6,377.68,'32 Years and 0 Months',No,377.332983,Good
34,Scientist,162955.92,13332.66,6,2,5,377.68,'32 Years and 2 Months',No,1192.88965,Good
34,Scientist,162955.92,13332.66,6,2,2,377.68,'32 Years and 3 Months',No,683.739228,Good
46,Media_Manager,99776.28,8051.69,7,4,15,743.69,'30 Years and 2 Months',No,542.559601,Good
46,Media_Manager,99776.28,8051.69,6,4,18,743.69,'30 Years and 7 Months',No,206.796683,Good
47,Media_Manager,99776.28,8051.69,6,4,18,743.69,'30 Years and 8 Months',No,339.319593,Good
39,Entrepreneur,35284.57,2873.380833,4,2,0,1109.18,'31 Years and 5 Months',No,341.956973,Good
39,Entrepreneur,35284.57,2873.380833,4,2,0,1109.18,'31 Years and 6 Months',No,333.19451,Good
39,Entrepreneur,35284.57,2873.380833,4,2,0,1109.18,'31 Years and 7 Months',No,407.023912,Good
25,Doctor,35336.77,2893.730833,5,2,16,1172.87,NA,No,404.391031,Standard
26,Doctor,35336.77,2893.730833,5,2,17,1172.87,NA,No,213.880777,Standard
26,Doctor,35336.77,2893.730833,5,2,17,1172.87,'32 Years and 6 Months',No,201.953623,Standard
26,Doctor,35336.77,2893.730833,5,2,17,1172.87,'32 Years and 7 Months',No,336.872815,Standard
26,Doctor,35336.77,2893.730833,5,2,17,1172.87,'32 Years and 8 Months',No,466.236125,Standard
33,Developer,11550.325,947.527083,7,2,19,689.44,'17 Years and 5 Months',No,281.429775,Standard
33,Developer,11550.325,947.527083,7,2,19,689.44,'17 Years and 6 Months',No,341.967815,Standard
33,Developer,11550.325,947.527083,7,2,16,689.44,NA,No,328.359984,Good
38,Media_Manager,94092.36,7644.03,6,4,19,1338.47,'26 Years and 1 Months',Yes,416.139259,Standard
38,Media_Manager,94092.36,7644.03,6,4,19,1338.47,'26 Years and 2 Months',NM,541.756472,Standard
39,Media_Manager,94092.36,7644.03,6,4,20,1338.47,'26 Years and 4 Months',Yes,473.184264,Standard
39,Media_Manager,94092.36,7644.03,6,4,18,1338.47,NA,Yes,191.620345,Standard
39,Media_Manager,94092.36,7644.03,6,4,16,1338.47,'26 Years and 7 Months',Yes,536.423201,Standard
39,Media_Manager,94092.36,7644.03,6,4,19,1338.47,'26 Years and 8 Months',Yes,629.277352,Standard
21,Mechanic,31598.5,2517.208333,7,5,16,4572.01,'1 Years and 7 Months',NM,336.452745,Standard
21,Mechanic,31598.5,2517.208333,7,5,16,4572.01,'2 Years and 2 Months',Yes,322.765328,Standard
21,Architect,18822.02,1821.501667,3,2,18,1464.16,'15 Years and 9 Months',Yes,369.600611,Standard
21,Architect,18822.02,1821.501667,3,2,18,1464.16,'15 Years and 11 Months',Yes,360.010572,Standard
21,Architect,18822.02,1821.501667,3,2,18,1464.16,'16 Years and 0 Months',Yes,334.684762,Standard
21,Architect,18822.02,1821.501667,3,2,18,1464.16,'16 Years and 1 Months',Yes,355.596712,Standard
52,Developer,61203.18,4911.265,3,4,19,1194.51,'23 Years and 7 Months',NM,153.124457,Good
53,Developer,61203.18,4911.265,3,4,18,1194.51,'23 Years and 9 Months',No,464.18402,Standard
53,Developer,61203.18,4911.265,3,4,19,1194.51,'23 Years and 10 Months',NM,302.867101,Good
53,Developer,61203.18,4911.265,3,4,19,1194.51,'24 Years and 0 Months',No,79.53145,Standard
38,Manager,83601.84,7235.82,5,7,20,4290.72,'5 Years and 8 Months',Yes,88.870012,Standard
38,Manager,83601.84,7235.82,5,7,17,4290.72,'5 Years and 9 Months',Yes,405.726105,Standard
38,Manager,83601.84,7235.82,5,7,17,4290.72,'5 Years and 10 Months',Yes,415.353613,Standard
38,Manager,83601.84,7235.82,5,7,19,4290.72,'6 Years and 0 Months',Yes,463.55067,Standard
38,Manager,83601.84,7235.82,5,7,20,4290.72,'6 Years and 2 Months',Yes,396.898967,Standard
38,Manager,83601.84,7235.82,5,7,20,4290.72,'6 Years and 3 Months',Yes,132.66246,Standard
29,Lawyer,11586.525,943.54375,6,2,18,498.68,'22 Years and 0 Months',Yes,282.150311,Standard
29,Lawyer,11586.525,943.54375,6,2,17,498.68,'22 Years and 2 Months',Yes,300.676754,Standard
29,Lawyer,11586.525,943.54375,6,2,18,498.68,'22 Years and 4 Months',Yes,273.186717,Standard
29,Lawyer,11586.525,943.54375,6,2,16,498.68,'22 Years and 5 Months',Yes,293.087105,Standard
48,Doctor,80953.2,6722.1,3,2,9,597.32,'22 Years and 7 Months',Yes,651.226929,Standard
48,Doctor,80953.2,6722.1,3,2,9,597.32,'22 Years and 10 Months',Yes,610.838766,Standard
48,Doctor,80953.2,6722.1,3,2,11,597.32,'23 Years and 1 Months',Yes,751.944019,Standard
47,Lawyer,102260,8580.666667,5,3,16,407.46,'26 Years and 4 Months',Yes,683.046679,Standard
48,Lawyer,102260,8580.666667,5,3,13,407.46,'26 Years and 7 Months',Yes,268.939599,Good
48,Lawyer,102260,8580.666667,5,3,13,407.46,'26 Years and 9 Months',Yes,287.086868,Good
48,Lawyer,102260,8580.666667,5,3,13,407.46,NA,Yes,262.626914,Standard
24,Teacher,74866.6,5964.883333,4,5,17,1798,'7 Years and 8 Months',Yes,397.445738,Poor
24,Teacher,74866.6,5964.883333,4,5,16,1798,'7 Years and 10 Months',Yes,387.916356,Poor
24,Teacher,74866.6,5964.883333,4,5,16,1798,'8 Years and 0 Months',Yes,250.518528,Poor
24,Teacher,74866.6,5964.883333,4,5,13,1798,'8 Years and 2 Months',Yes,221.949515,Poor
42,Doctor,16678.98,1233.915,7,2,10,2195.45,'7 Years and 1 Months',Yes,341.459785,Standard
42,Doctor,16678.98,1233.915,7,2,13,2195.45,'7 Years and 3 Months',Yes,321.000379,Poor
42,Doctor,16678.98,1233.915,7,2,14,2195.45,'7 Years and 5 Months',Yes,276.283595,Poor
42,Doctor,16678.98,1233.915,7,2,13,2195.45,'7 Years and 6 Months',Yes,331.520611,Standard
42,Doctor,16678.98,1233.915,7,2,13,2195.45,'7 Years and 7 Months',Yes,301.336218,Poor
42,Doctor,16678.98,1233.915,7,2,13,2195.45,'7 Years and 8 Months',Yes,266.729914,Standard
23,Entrepreneur,129233.52,11011.46,4,1,8,1051.42,'26 Years and 3 Months',No,351.976527,Standard
23,Entrepreneur,129233.52,11011.46,4,1,6,1051.42,'26 Years and 4 Months',No,607.171501,Standard
