Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Credit_Card,Num_of_Loan,Num_of_Delayed_Payment,Outstanding_Debt,Credit_History_Age,Payment_of_Min_Amount,Monthly_Balance,Credit_Score
33,Scientist,68090.85,5717.2375,4,1,13,791.78,22 Years and 8 Months,No,102.0892263,Standard
33,Scientist,68090.85,5717.2375,4,1,13,791.78,22 Years and 9 Months,No,579.9995458,Standard
33,Scientist,68090.85,5717.2375,4,1,13,791.78,22 Years and 10 Months,No,672.2512229,Standard
33,Scientist,8167185,5717.2375,4,1,14,791.78,22 Years and 11 Months,NM,106.3762787,Standard
55,Media_Manager,20488.03,1507.335833,2,0,11,355.92,28 Years and 0 Months,NM,286.3395776,Good
55,Media_Manager,20488.03,1507.335833,2,0,11,355.92,28 Years and 3 Months,No,333.8781683,Good
56,Media_Manager,20488.03,1507.335833,2,0,8,355.92,28 Years and 4 Months,NM,261.9363579,Good
56,Media_Manager,20488.03,1507.335833,2,0,12,355.92,28 Years and 5 Months,No,332.1426004,Standard
56,Media_Manager,17741279,1507.335833,2,0,11,355.92,28 Years and 6 Months,No,328.0535296,Good
36,Architect,81815.02,6884.918333,5,1,2,1434.75,33 Years and 1 Months,No,751.5453382,Good
36,Architect,81815.02,6884.918333,5,1,2,1434.75,33 Years and 2 Months,No,635.5764024,Good
36,Architect,81815.02,6884.918333,5,1,2,1434.75,33 Years and 3 Months,No,334.6340325,Good
36,Architect,81815.02,6884.918333,5,1,2,1434.75,33 Years and 5 Months,No,726.4087264,Good
23,Lawyer,18283.91,1747.659167,10,6,19,2521.4,9 Years and 9 Months,Yes,305.3030197,Poor
24,Lawyer,18283.91,1747.659167,10,6,17,2521.4,10 Years and 2 Months,Yes,327.9422359,Poor
51,Journalist,151696.32,12392.36,2,0,7,381.3,29 Years and 4 Months,No,1121.777451,Good
51,Journalist,151696.32,12392.36,2,0,7,381.3,29 Years and 5 Months,No,1343.280141,Standard
52,Journalist,151696.32,12392.36,2,0,7,381.3,29 Years and 6 Months,No,1088.32206,Good
52,Journalist,151696.32,12392.36,2,0,6,381.3,29 Years and 8 Months,No,785.9003128,Standard
52,Journalist,151696.32,12392.36,2,0,6,381.3,29 Years and 9 Months,No,1198.39232,Good
28,Doctor,89190.57,7135.5475,4,3,10,1427.36,25 Years and 11 Months,NM,696.8844331,Standard
29,Doctor,89190.57,7135.5475,4,3,10,1427.36,26 Years and 1 Months,Yes,301.8771002,Standard
29,Doctor,89190.57,7135.5475,4,3,7,1427.36,26 Years and 2 Months,Yes,403.9064402,Standard
22,Musician,60460.92,4855.41,6,1,8,1040.47,14 Years and 6 Months,Yes,553.4192005,Standard
22,Musician,60460.92,4855.41,6,1,5,1040.47,14 Years and 7 Months,Yes,323.9877924,Standard
22,Musician,60460.92,4855.41,6,1,9,1040.47,14 Years and 8 Months,Yes,618.7710748,Standard
22,Musician,60460.92,4855.41,6,1,6,1040.47,14 Years and 9 Months,Yes,597.9079205,Standard
22,Musician,60460.92,4855.41,6,1,8,1040.47,14 Years and 10 Months,Yes,612.7878954,Standard
54,Teacher,155916.32,12869.02667,5,3,3,551.8,17 Years and 1 Months,No,911.0492814,Standard
54,Teacher,155916.32,12869.02667,5,3,1,551.8,17 Years and 2 Months,No,511.1596413,Standard
54,Teacher,155916.32,12869.02667,6,3,1,551.8,17 Years and 3 Months,No,106.919441,Standard
55,Teacher,155916.32,12869.02667,6,3,1,551.8,NA,No,1000.508371,Poor
37,Manager,14019.63,1315.3025,8,6,20,2177.66,16 Years and 5 Months,NM,291.1443553,Poor
37,Manager,14019.63,1315.3025,8,6,20,2177.66,16 Years and 8 Months,Yes,213.5172365,Standard
38,Manager,14019.63,1315.3025,8,6,19,2177.66,16 Years and 9 Months,Yes,295.4611657,Poor
38,Manager,14019.63,1315.3025,8,6,20,2177.66,16 Years and 10 Months,Yes,307.1027357,Standard
44,Accountant,14155.67,1444.639167,8,8,14,4896.28,13 Years and 7 Months,Yes,276.4006566,Standard
44,Accountant,14155.67,1387.277278,8,8,16,4896.28,13 Years and 9 Months,Yes,248.2074927,Standard
44,Accountant,14155.67,1387.277278,8,8,17,4896.28,13 Years and 10 Months,Yes,218.4410211,Standard
44,Accountant,14155.67,1387.277278,8,8,17,4896.28,13 Years and 11 Months,Yes,202.6484993,Standard
45,Accountant,14155.67,1387.277278,8,8,20,4896.28,14 Years and 1 Months,Yes,253.530166,Standard
43,Journalist,9377.445,818.45375,3,6,14,1717.15,6 Years and 9 Months,Yes,242.4030987,Standard
43,Journalist,9377.445,818.45375,3,6,18,1717.15,6 Years and 11 Months,Yes,251.8951293,Standard
43,Journalist,9377.445,818.45375,3,6,17,1717.15,7 Years and 0 Months,Yes,297.6966273,Standard
43,Journalist,9377.445,818.45375,3,6,13,1717.15,7 Years and 1 Months,Yes,218.2618858,Standard
43,Journalist,9377.445,818.45375,3,6,15,1717.15,7 Years and 2 Months,Yes,288.353536,Standard
43,Journalist,9377.445,818.45375,3,6,16,1717.15,7 Years and 3 Months,Yes,297.7144019,Good
43,Journalist,9377.445,818.45375,3,6,13,1717.15,7 Years and 4 Months,Yes,264.4207566,Good
54,Developer,100956.21,8658.0175,6,1,10,633.54,29 Years and 0 Months,No,852.0373214,Standard
54,Developer,100956.21,8658.0175,6,1,8,633.54,29 Years and 2 Months,No,771.7940296,Standard
54,Developer,100956.21,8658.0175,6,1,10,633.54,29 Years and 3 Months,NM,519.7630597,Standard
54,Developer,100956.21,8658.0175,6,1,10,633.54,29 Years and 4 Months,No,907.5154777,Standard
55,Developer,100956.21,8658.0175,6,1,10,633.54,29 Years and 5 Months,NM,794.1882001,Standard
55,Developer,100956.21,8658.0175,6,1,7,633.54,29 Years and 6 Months,No,800.4215031,Poor
33,Doctor,133439.76,11066.98,3,4,3,863.99,30 Years and 7 Months,No,763.7705621,Good
33,Doctor,133439.76,11066.98,3,4,3,863.99,30 Years and 8 Months,No,6.815907003,Good
33,Doctor,133439.76,11066.98,3,4,1,863.99,30 Years and 9 Months,No,574.8727095,Standard
35,Lawyer,15967.505,1474.625417,5,2,1,447.66,31 Years and 0 Months,No,307.0915531,Good
35,Lawyer,15967.505,1474.625417,5,2,4,447.66,31 Years and 1 Months,No,301.1064814,Good
35,Lawyer,15967.505,1474.625417,5,2,2,447.66,31 Years and 2 Months,NM,288.298147,Good
35,Lawyer,15967.505,1474.625417,5,2,2,447.66,31 Years and 3 Months,No,242.1919275,Good
35,Lawyer,15967.505,1474.625417,5,2,2,447.66,31 Years and 4 Months,No,285.3224394,Standard
23,Teacher,90182.31,7525.1925,3,3,2,1283.66,15 Years and 4 Months,No,688.9374479,Poor
23,Teacher,90182.31,7525.1925,3,3,2,1283.66,15 Years and 5 Months,No,311.2820353,Poor
23,Teacher,90182.31,7525.1925,3,3,2,1283.66,15 Years and 6 Months,No,792.0337934,Poor
23,Teacher,90182.31,7525.1925,3,3,5,1283.66,15 Years and 7 Months,No,696.9979335,Poor
23,Teacher,90182.31,7525.1925,3,3,2,1283.66,15 Years and 8 Months,No,619.0048277,Poor
23,Teacher,90182.31,7525.1925,3,3,2,1283.66,15 Years and 10 Months,No,766.4566264,Standard
23,Teacher,90182.31,7525.1925,3,3,2,1283.66,15 Years and 11 Months,No,633.1361623,Poor
45,Teacher,75042.72,6484.56,4,2,9,417.62,17 Years and 4 Months,Yes,262.2003765,Standard
45,Teacher,75042.72,6484.56,4,2,11,417.62,NA,Yes,340.2733583,Standard
45,Teacher,75042.72,6484.56,3,2,9,417.62,17 Years and 6 Months,Yes,665.4829466,Standard
45,Teacher,75042.72,6484.56,3,2,15,417.62,17 Years and 8 Months,NM,719.491062,Standard
45,Teacher,75042.72,6484.56,3,2,12,417.62,17 Years and 9 Months,Yes,627.3602583,Standard
45,Teacher,75042.72,6484.56,3,2,12,417.62,17 Years and 10 Months,Yes,370.7708427,Standard
35,Lawyer,114977.76,9641.48,6,4,1,1084.96,22 Years and 11 Months,No,486.6504528,Good
35,Lawyer,114977.76,9641.48,6,4,4,1084.96,23 Years and 2 Months,No,751.3751104,Standard
36,Lawyer,114977.76,9641.48,6,4,1,1084.96,23 Years and 3 Months,No,732.043705,Good
36,Lawyer,114977.76,9641.48,6,4,1,1084.96,23 Years and 4 Months,No,488.2126442,Good
36,Lawyer,114977.76,9641.48,6,4,3,1084.96,23 Years and 6 Months,No,420.8178347,Good
43,Manager,7435.16,333.5966667,10,6,19,3854.27,4 Years and 10 Months,Yes,284.5549665,Poor
43,Manager,7435.16,333.5966667,10,6,15,3854.27,5 Years and 2 Months,NM,261.2659593,Poor
29,Accountant,10367.01,1095.9175,7,5,20,1568.49,5 Years and 5 Months,Yes,253.3356365,Poor
30,Accountant,10367.01,1095.9175,7,5,20,1568.49,5 Years and 8 Months,Yes,235.9499727,Poor
30,Accountant,10367.01,1095.9175,7,5,20,1568.49,5 Years and 10 Months,Yes,317.172407,Poor
30,Accountant,10367.01,1095.9175,7,5,20,1568.49,5 Years and 11 Months,Yes,263.7116465,Standard
41,Accountant,30185.74,2654.478333,6,0,0,1227.94,27 Years and 4 Months,No,451.0732215,Poor
42,Accountant,30185.74,2340.412777,6,0,0,1227.94,27 Years and 7 Months,No,470.8431972,Standard
42,Accountant,30185.74,2340.412777,6,0,2,1227.94,27 Years and 8 Months,No,351.7010449,Standard
42,Accountant,30185.74,2340.412777,6,0,0,1227.94,27 Years and 11 Months,No,467.9315393,Poor
51,Teacher,69476.14,6016.678333,6,3,5,1305.65,19 Years and 9 Months,No,674.3424284,Standard
51,Teacher,69476.14,6016.678333,6,3,8,1305.65,19 Years and 10 Months,No,607.4120788,Standard
51,Teacher,69476.14,6016.678333,6,3,5,1305.65,19 Years and 11 Months,No,593.2512335,Standard
51,Teacher,69476.14,6016.678333,6,3,5,1305.65,20 Years and 1 Months,No,48.5119857,Standard
51,Teacher,69476.14,6016.678333,6,3,5,1305.65,20 Years and 2 Months,No,639.5051703,Standard
51,Teacher,69476.14,6016.678333,6,3,2,1305.65,20 Years and 4 Months,No,652.0071734,Standard
26,Entrepreneur,18798.83,1721.569167,8,9,20,4734.1,6 Years and 8 Months,Yes,303.6997474,Standard
45,Journalist,88348.8,7090.4,5,0,12,261.93,NA,NM,784.7574046,Standard
45,Journalist,88348.8,7090.4,5,0,11,261.93,25 Years and 9 Months,Yes,859.033882,Standard
46,Journalist,88348.8,7090.4,5,0,13,261.93,25 Years and 11 Months,Yes,664.5802547,Standard
46,Journalist,88348.8,7090.4,5,0,15,261.93,26 Years and 2 Months,NM,762.7862978,Standard
46,Journalist,88348.8,7090.4,5,0,14,261.93,26 Years and 3 Months,Yes,670.9943942,Standard
45,Lawyer,22182.95,1937.579167,5,4,14,1170.58,NA,Yes,310.021954,Standard
45,Lawyer,22182.95,1937.579167,5,4,16,1170.58,5 Years and 10 Months,Yes,291.2903442,Standard
45,Lawyer,22182.95,1937.579167,5,4,16,1170.58,5 Years and 11 Months,NM,320.8332503,Standard
45,Lawyer,22182.95,1937.579167,5,4,17,1170.58,6 Years and 0 Months,Yes,293.8697289,Standard
45,Lawyer,22182.95,1937.579167,5,4,18,1170.58,6 Years and 1 Months,NM,352.3831993,Standard
45,Lawyer,22182.95,1937.579167,5,4,17,1170.58,6 Years and 2 Months,Yes,259.5407599,Standard
49,Scientist,32357.41,2456.450833,3,0,19,681.22,26 Years and 7 Months,No,405.8210496,Good
49,Scientist,32357.41,2456.450833,3,0,19,681.22,26 Years and 8 Months,No,407.3669011,Good
43,Scientist,54601.74,4527.145,7,7,15,3665.2,4 Years and 5 Months,Yes,353.3986769,Poor
24,Lawyer,31481.45,2834.454167,3,0,15,650.3,33 Years and 1 Months,No,410.0210232,Standard
24,Lawyer,31481.45,2834.454167,3,0,15,650.3,33 Years and 2 Months,No,387.0751193,Standard
24,Lawyer,31481.45,2834.454167,3,0,12,650.3,33 Years and 3 Months,No,473.8230894,Standard
37,Teacher,85280.88,6846.74,3,0,6,825.18,29 Years and 6 Months,No,751.3338355,Good
38,Teacher,85280.88,6846.74,3,0,9,825.18,NA,No,753.8225027,Standard
38,Teacher,85280.88,6846.74,3,0,9,825.18,29 Years and 9 Months,No,455.2567948,Good
43,Journalist,34192.02,2824.335,1,3,0,178.65,30 Years and 1 Months,No,370.8214094,Good
43,Journalist,34192.02,2824.335,1,3,0,178.65,30 Years and 4 Months,No,423.7279429,Standard
43,Journalist,34192.02,2824.335,1,3,0,178.65,30 Years and 5 Months,No,380.4181037,Good
21,Mechanic,15150.72,1336.56,5,6,19,1672.2,5 Years and 5 Months,Yes,240.7916707,Poor
21,Mechanic,15150.72,1336.56,5,6,19,1672.2,5 Years and 6 Months,Yes,223.3684646,Standard
21,Mechanic,15150.72,1336.56,5,6,19,1672.2,5 Years and 7 Months,NM,193.9191382,Poor
21,Mechanic,15150.72,1336.56,5,6,16,1672.2,5 Years and 8 Months,NM,259.8242298,Standard
21,Mechanic,15150.72,1336.56,5,6,16,1672.2,5 Years and 10 Months,Yes,209.5122273,Standard
21,Mechanic,15150.72,1336.56,5,6,19,1672.2,6 Years and 0 Months,Yes,283.8634234,Poor
39,Developer,76567.6,6322.633333,3,4,0,1082.42,19 Years and 2 Months,No,421.1376699,Standard
39,Developer,76567.6,6322.633333,3,4,1,1082.42,19 Years and 7 Months,No,556.6638809,Standard
39,Developer,76567.6,6322.633333,3,4,1,1082.42,19 Years and 8 Months,No,461.7850204,Good
36,Architect,119889.75,10174.8125,3,1,2,489.86,16 Years and 6 Months,No,968.8131932,Good
37,Architect,119889.75,10174.8125,3,1,3,489.86,16 Years and 9 Months,No,951.6954963,Good
37,Architect,119889.75,10174.8125,3,1,1,489.86,16 Years and 10 Months,No,817.5846666,Good
37,Architect,119889.75,10174.8125,3,1,2,489.86,16 Years and 11 Months,No,1012.213779,Good
48,Manager,12593.765,1085.480417,5,1,12,1211.15,21 Years and 2 Months,NM,249.637106,Standard
48,Manager,12593.765,1085.480417,5,1,12,1211.15,NA,Yes,320.4065552,Standard
48,Manager,12593.765,1085.480417,5,1,12,1211.15,NA,Yes,340.7854338,Standard
48,Manager,3874224,1085.480417,5,1,12,1211.15,21 Years and 8 Months,Yes,313.8213211,Standard
28,Engineer,19370.48,1828.206667,3,3,16,482.47,21 Years and 3 Months,No,285.9179257,Standard
28,Engineer,19370.48,1828.206667,3,3,13,482.47,21 Years and 4 Months,No,258.3181033,Standard
28,Engineer,19370.48,1828.206667,3,3,16,482.47,NA,No,291.8501702,Standard
28,Engineer,19370.48,1828.206667,3,3,16,482.47,21 Years and 8 Months,No,322.473444,Standard
21,Writer,8255.925,831.99375,5,5,19,2619.81,17 Years and 6 Months,Yes,237.361745,Standard
21,Writer,8255.925,831.99375,5,5,19,2619.81,17 Years and 8 Months,Yes,271.2002008,Poor
21,Writer,8255.925,831.99375,5,5,19,2619.81,17 Years and 9 Months,NM,281.6100747,Poor
36,Scientist,31994.01,2756.1675,7,2,17,1197.22,16 Years and 1 Months,NM,428.7841433,Standard
26,Entrepreneur,59534.16,5159.18,7,3,15,1350.67,10 Years and 2 Months,Yes,533.1112992,Standard
26,Entrepreneur,59534.16,5159.18,7,3,15,1350.67,10 Years and 4 Months,Yes,239.2675123,Standard
26,Entrepreneur,59534.16,5159.18,7,3,18,1350.67,10 Years and 6 Months,Yes,408.3853893,Standard
22,Scientist,14584.155,959.34625,6,3,12,883.9,30 Years and 10 Months,No,263.6879818,Good
22,Scientist,14584.155,959.34625,6,3,11,883.9,30 Years and 11 Months,No,260.7653351,Standard
23,Scientist,14584.155,959.34625,6,3,12,883.9,31 Years and 0 Months,NM,298.0741776,Standard
26,Accountant,122425.8,10001.15,4,2,16,1252.3,23 Years and 4 Months,Yes,972.9318035,Standard
27,Accountant,122425.8,10001.15,4,2,18,1252.3,23 Years and 5 Months,Yes,902.9638983,Standard
27,Accountant,122425.8,10001.15,4,2,17,1252.3,23 Years and 7 Months,Yes,913.6770754,Standard
27,Accountant,122425.8,10001.15,4,2,18,1252.3,23 Years and 9 Months,Yes,1009.353494,Standard
27,Accountant,122425.8,10001.15,4,2,18,1252.3,23 Years and 10 Months,Yes,1015.060915,Standard
27,Accountant,122425.8,10001.15,4,2,20,1252.3,23 Years and 11 Months,Yes,313.4266857,Good
37,Media_Manager,21206.82,1881.235,5,1,13,246.86,NA,No,286.3956614,Good
37,Media_Manager,21206.82,1881.235,5,1,10,246.86,24 Years and 10 Months,No,350.001895,Good
38,Media_Manager,21206.82,1881.235,5,1,13,246.86,25 Years and 0 Months,No,260.0839359,Good
38,Media_Manager,21206.82,1881.235,5,1,10,246.86,25 Years and 2 Months,No,378.3943324,Good
38,Media_Manager,21206.82,1881.235,5,1,10,246.86,25 Years and 4 Months,No,371.8467804,Good
36,Engineer,8393.5,517.4583333,7,5,20,1685.82,19 Years and 3 Months,Yes,286.3024623,Standard
36,Engineer,8393.5,517.4583333,7,5,20,1685.82,19 Years and 4 Months,Yes,288.2034847,Poor
37,Engineer,8393.5,517.4583333,7,5,20,1685.82,19 Years and 5 Months,Yes,252.6217939,Poor
37,Engineer,8393.5,517.4583333,7,5,20,1685.82,19 Years and 9 Months,Yes,271.3252111,Poor
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
44,Media_Manager,44441.99,3993.499167,3,1,11,191.55,24 Years and 4 Months,No,518.8075137,Good
45,Media_Manager,44441.99,3993.499167,3,1,12,191.55,NA,No,369.7646377,Good
45,Media_Manager,44441.99,3993.499167,3,1,11,191.55,24 Years and 8 Months,No,477.7531186,Good
45,Media_Manager,44441.99,3993.499167,3,1,14,191.55,24 Years and 9 Months,No,538.6745669,Good
45,Media_Manager,44441.99,3993.499167,3,1,11,191.55,24 Years and 10 Months,No,487.1400822,Good
55,Developer,23256.59,1892.049167,7,4,20,1216.75,16 Years and 2 Months,Yes,287.0804562,Standard
55,Developer,23256.59,1892.049167,7,4,20,1216.75,16 Years and 5 Months,NM,303.4263638,Standard
55,Developer,23256.59,1892.049167,7,4,20,1216.75,16 Years and 7 Months,Yes,324.280812,Standard
32,Musician,113666.08,9637.173333,7,4,19,883.26,19 Years and 9 Months,Yes,627.2926017,Standard
32,Musician,113666.08,9637.173333,7,4,18,883.26,19 Years and 10 Months,Yes,252.8375886,Standard
32,Musician,113666.08,9637.173333,7,4,18,883.26,19 Years and 11 Months,Yes,499.2752994,Standard
32,Musician,113666.08,9637.173333,7,4,19,883.26,20 Years and 1 Months,Yes,680.3235412,Standard
32,Musician,113666.08,9637.173333,7,4,18,883.26,20 Years and 2 Months,NM,602.9603657,Standard
32,Musician,113666.08,9637.173333,7,4,18,883.26,20 Years and 3 Months,Yes,690.7158726,Standard
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
28,Journalist,88601.46,7504.455,4,0,3,794.53,24 Years and 7 Months,No,893.3062063,Good
28,Journalist,88601.46,7504.455,4,0,3,794.53,24 Years and 9 Months,No,716.6170349,Good
28,Journalist,88601.46,7504.455,4,0,3,794.53,24 Years and 10 Months,No,876.1087757,Standard
28,Journalist,88601.46,7504.455,4,0,3,794.53,24 Years and 11 Months,NM,908.6124266,Good
28,Journalist,88601.46,7504.455,4,0,3,794.53,25 Years and 0 Months,No,377.3557613,Good
38,Architect,11333.42,840.4516667,6,2,10,125.01,23 Years and 7 Months,Yes,325.8230934,Standard
38,Architect,11333.42,840.4516667,6,2,8,125.01,23 Years and 9 Months,Yes,290.2995731,Standard
38,Architect,11333.42,840.4516667,6,2,10,125.01,24 Years and 0 Months,Yes,277.707916,Standard
25,Lawyer,17135.33,1409.944167,8,6,17,4933.09,13 Years and 10 Months,Yes,276.2429052,Standard
25,Lawyer,17135.33,1409.944167,8,6,15,4933.09,13 Years and 11 Months,Yes,249.5113598,Standard
26,Lawyer,17135.33,1409.944167,8,6,15,4933.09,14 Years and 0 Months,Yes,186.8056241,Poor
26,Lawyer,17135.33,1409.944167,8,6,13,4933.09,14 Years and 1 Months,Yes,267.6535543,Poor
26,Lawyer,17135.33,1409.944167,8,6,15,4933.09,14 Years and 2 Months,Yes,255.0304257,Standard
26,Lawyer,17135.33,1409.944167,8,6,15,4933.09,14 Years and 3 Months,Yes,305.0932402,Poor
26,Lawyer,17135.33,1409.944167,8,6,15,4933.09,14 Years and 4 Months,Yes,295.4328436,Poor
23,Mechanic,142717.44,11947.12,4,0,16,1413.48,16 Years and 5 Months,Yes,1045.4813,Standard
23,Mechanic,142717.44,11947.12,4,0,19,1413.48,16 Years and 6 Months,Yes,643.7005673,Standard
23,Mechanic,142717.44,11947.12,4,0,16,1413.48,NA,NM,500.8812256,Standard
23,Mechanic,142717.44,11947.12,4,0,13,1413.48,16 Years and 11 Months,Yes,923.3707725,Poor
41,Engineer,19269.565,1343.797083,6,4,10,578.31,27 Years and 8 Months,No,239.011319,Standard
41,Engineer,19269.565,1343.797083,6,4,8,578.31,27 Years and 11 Months,No,205.0349562,Standard
41,Engineer,19269.565,1343.797083,6,4,8,578.31,28 Years and 0 Months,No,326.2779338,Standard
41,Engineer,19269.565,1343.797083,6,4,8,578.31,28 Years and 3 Months,No,274.304324,Standard
38,Architect,29936.8,2302.733333,8,7,20,4147.65,12 Years and 4 Months,Yes,294.448194,Poor
21,Architect,9901.355,919.1129167,5,3,15,2039.68,10 Years and 1 Months,Yes,265.298124,Poor
21,Architect,9901.355,887.9733798,5,3,17,2039.68,10 Years and 8 Months,Yes,266.0020379,Poor
49,Manager,57197.04,4668.42,3,0,11,1278.85,27 Years and 11 Months,NM,452.9832187,Standard
49,Manager,57197.04,4668.42,3,0,11,1278.85,28 Years and 3 Months,No,574.6799157,Standard
49,Manager,57197.04,4668.42,3,0,11,1278.85,28 Years and 4 Months,No,162.9031628,Standard
49,Manager,57197.04,4668.42,3,0,11,1278.85,28 Years and 5 Months,No,640.6929074,Standard
49,Manager,57197.04,4668.42,3,0,11,1278.85,NA,NM,292.650885,Standard
28,Mechanic,81481.02,6973.085,4,2,15,211.88,24 Years and 5 Months,No,238.1945231,Standard
28,Mechanic,81481.02,6973.085,4,2,20,211.88,24 Years and 8 Months,No,738.2725618,Standard
29,Mechanic,81481.02,6973.085,4,2,15,211.88,25 Years and 0 Months,No,688.9886176,Standard
19,Manager,57994.96,4653.913333,5,2,1,1096.7,NA,NM,234.8846331,Standard
19,Manager,57994.96,4653.913333,5,2,1,1096.7,18 Years and 3 Months,No,407.0518723,Standard
19,Manager,57994.96,4653.913333,5,2,1,1096.7,18 Years and 7 Months,No,540.6657131,Standard
19,Manager,57994.96,4653.913333,5,2,1,1096.7,18 Years and 8 Months,No,546.6274012,Standard
38,Architect,57473.58,4544.465,7,3,1,703.18,30 Years and 4 Months,No,463.74448,Poor
39,Architect,57473.58,4270.850879,7,3,0,703.18,30 Years and 8 Months,No,392.9355285,Standard
51,Architect,94525.68,7955.14,4,0,17,426.31,22 Years and 10 Months,No,295.0030469,Good
51,Architect,94525.68,7955.14,4,0,16,426.31,22 Years and 11 Months,No,316.4532911,Good
51,Architect,94525.68,6841.420287,4,0,14,426.31,23 Years and 0 Months,No,584.0195118,Good
51,Architect,94525.68,6841.420287,4,0,17,426.31,23 Years and 3 Months,NM,765.5452474,Good
51,Architect,94525.68,6841.420287,4,0,17,426.31,23 Years and 4 Months,No,821.4196584,Good
51,Architect,94525.68,6841.420287,4,0,17,426.31,23 Years and 5 Months,No,899.9394966,Good
20,Mechanic,17163.15,1572.2625,5,9,16,2266.48,17 Years and 8 Months,Yes,283.0107564,Poor
20,Mechanic,17163.15,1572.2625,5,9,17,2266.48,17 Years and 9 Months,NM,270.0898325,Poor
20,Mechanic,17163.15,1572.2625,5,9,17,2266.48,17 Years and 10 Months,Yes,257.534717,Poor
21,Mechanic,17163.15,1572.2625,5,9,17,2266.48,NA,Yes,167.8231618,Poor
21,Mechanic,17163.15,1572.2625,5,9,17,2266.48,NA,Yes,178.570416,Poor
40,Developer,56195.04,4901.92,5,8,14,1450.16,14 Years and 11 Months,Yes,74.46426996,Poor
40,Developer,56195.04,4901.92,5,8,17,1450.16,15 Years and 0 Months,Yes,221.2180228,Poor
41,Developer,56195.04,4901.92,5,8,17,1450.16,NA,NM,357.3295006,Standard
41,Developer,56195.04,4901.92,5,8,17,1450.16,15 Years and 4 Months,Yes,465.3011124,Poor
41,Developer,56195.04,4901.92,5,8,17,1450.16,15 Years and 5 Months,Yes,240.2263886,Poor
26,Doctor,10279.305,955.60875,9,5,16,4072.2,4 Years and 0 Months,Yes,286.2716335,Standard
26,Doctor,10279.305,955.60875,9,5,16,4072.2,4 Years and 1 Months,Yes,283.8541733,Poor
26,Doctor,10279.305,955.60875,9,5,16,4072.2,4 Years and 2 Months,Yes,247.3601528,Poor
26,Doctor,10279.305,955.60875,9,5,16,4072.2,4 Years and 3 Months,Yes,271.8814943,Poor
26,Doctor,10279.305,955.60875,9,5,16,4072.2,4 Years and 4 Months,Yes,262.7390701,Poor
26,Doctor,10279.305,955.60875,9,5,13,4072.2,4 Years and 5 Months,Yes,299.3334136,Poor
49,Architect,76072.76,6598.396667,6,0,12,359.79,32 Years and 6 Months,No,590.1932494,Standard
50,Architect,76072.76,6598.396667,6,0,13,359.79,32 Years and 7 Months,No,686.6776679,Standard
50,Architect,76072.76,6598.396667,6,0,10,359.79,32 Years and 9 Months,No,453.2037198,Standard
50,Architect,76072.76,6598.396667,6,0,10,359.79,32 Years and 10 Months,No,606.4871427,Standard
50,Architect,76072.76,6598.396667,6,0,12,359.79,32 Years and 11 Months,No,557.9581656,Standard
50,Architect,76072.76,6598.396667,6,0,10,359.79,33 Years and 0 Months,No,667.4964489,Standard
37,Accountant,32401.4,2742.116667,5,6,19,4607.43,9 Years and 6 Months,Yes,251.6154132,Poor
31,Musician,88126.58,7250.881667,7,0,6,261.29,30 Years and 10 Months,No,875.5866539,Standard
31,Musician,88126.58,7250.881667,7,0,6,261.29,30 Years and 11 Months,No,344.9301752,Standard
31,Musician,88126.58,7250.881667,7,0,6,261.29,31 Years and 0 Months,No,516.8149668,Standard
31,Musician,7634547,6601.061123,7,0,6,261.29,31 Years and 3 Months,No,384.7085705,Good
32,Musician,88126.58,6601.061123,7,0,8,261.29,31 Years and 4 Months,No,483.4339659,Standard
32,Musician,88126.58,6601.061123,7,0,6,261.29,31 Years and 5 Months,No,763.9646908,Good
55,Musician,31049.93,2296.494167,4,3,20,1217.19,24 Years and 2 Months,No,304.1719549,Standard
55,Musician,31049.93,2296.494167,4,3,20,1217.19,24 Years and 5 Months,No,369.4976929,Standard
55,Musician,31049.93,2296.494167,4,3,20,1217.19,24 Years and 7 Months,No,398.8956875,Standard
30,Journalist,87791.46,7176.955,4,1,17,510.1,23 Years and 7 Months,No,783.4742981,Standard
30,Journalist,87791.46,7176.955,4,1,17,510.1,23 Years and 8 Months,No,632.7037648,Standard
30,Journalist,87791.46,7176.955,4,1,17,510.1,23 Years and 10 Months,No,820.3128358,Standard
30,Journalist,87791.46,7176.955,4,1,17,510.1,23 Years and 11 Months,NM,832.4247392,Standard
30,Journalist,87791.46,7176.955,4,1,17,510.1,24 Years and 0 Months,No,809.3393732,Standard
54,Developer,13966.77,1037.8975,7,3,15,412.48,28 Years and 6 Months,No,288.3556274,Good
54,Developer,13966.77,1037.8975,7,3,15,412.48,28 Years and 7 Months,No,290.6285442,Standard
54,Developer,13966.77,1037.8975,7,3,15,412.48,28 Years and 9 Months,No,231.8099565,Standard
54,Developer,13966.77,943.3016813,7,3,16,412.48,28 Years and 10 Months,No,277.6316001,Standard
54,Developer,13966.77,943.3016813,7,3,15,412.48,28 Years and 11 Months,No,312.1841259,Standard
